ID,County,Locality,Lat,Lon,Elev,Trap,StartDay,StartMonth,StartYear,EndDay,EndMonth,EndYear,Sex,Observer/Collector,Family,Genus,Species
PHPP17-574,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,9,viii,2017,10,viii,2017,female,M. P. Gavin,Halictidae,Halictus,rubicundus
PHPP17-575,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,9,viii,2017,10,viii,2017,female,M. P. Gavin,Halictidae,Lasioglossum,leucozonium
PHPP17-576,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,9,viii,2017,10,viii,2017,female,M. P. Gavin,Apidae,Melissodes,confusus
PHPP17-577,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,9,viii,2017,10,viii,2017,female,M. P. Gavin,Apidae,Melissodes,confusus
PHPP17-578,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,9,viii,2017,10,viii,2017,female,M. P. Gavin,Apidae,Melissodes,confusus
PHPP17-579,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,9,viii,2017,10,viii,2017,female,M. P. Gavin,Apidae,Melissodes,agilis
PHPP17-58,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,15,vii,2017,16,vii,2017,female,M. P. Gavin,Apidae,Bombus,rufocinctus
PHPP17-580,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,9,viii,2017,10,viii,2017,female,M. P. Gavin,Apidae,Bombus,ternarius
PHPP17-581,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,9,viii,2017,10,viii,2017,female,M. P. Gavin,Halictidae,Lasioglossum,leucozonium
PHPP17-583,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,female,M. P. Gavin,Apidae,Bombus,borealis
PHPP17-584,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,female,M. P. Gavin,Apidae,Bombus,rufocinctus
PHPP17-585,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,female,M. P. Gavin,Apidae,Bombus,ternarius
PHPP17-586,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,female,M. P. Gavin,Apidae,Bombus,rufocinctus
PHPP17-587,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,female,M. P. Gavin,Apidae,Bombus,rufocinctus
PHPP17-588,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,male,M. P. Gavin,Apidae,Bombus,rufocinctus
PHPP17-589,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,male,M. P. Gavin,Apidae,Bombus,rufocinctus
PHPP17-59,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,15,vii,2017,16,vii,2017,female,M. P. Gavin,Apidae,Bombus,rufocinctus
PHPP17-590,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,female,M. P. Gavin,Apidae,Bombus,rufocinctus
PHPP17-591,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,female,M. P. Gavin,Apidae,Bombus,rufocinctus
PHPP17-592,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,female,M. P. Gavin,Apidae,Bombus,huntii
PHPP17-593,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,female,M. P. Gavin,Apidae,Melissodes,illata
PHPP17-594,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,female,M. P. Gavin,Apidae,Bombus,huntii
PHPP17-595,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,female,M. P. Gavin,Apidae,Melissodes,confusus
PHPP17-596,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,female,M. P. Gavin,Apidae,Melissodes,confusus
PHPP17-597,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,female,M. P. Gavin,Apidae,Melissodes,confusus
PHPP17-598,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,female,M. P. Gavin,Apidae,Melissodes,confusus
PHPP17-599,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,female,M. P. Gavin,Apidae,Melissodes,confusus
PHPP17-6,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,15,vii,2017,16,vii,2017,male,M. P. Gavin,Halictidae,Lasioglossum,leucozonium
PHPP17-60,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,15,vii,2017,16,vii,2017,female,M. P. Gavin,Apidae,Bombus,rufocinctus
PHPP17-600,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,female,M. P. Gavin,Apidae,Melissodes,confusus
PHPP17-601,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,female,M. P. Gavin,Megachilidae,Coelioxys,rufitarsis
PHPP17-602,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,female,M. P. Gavin,Halictidae,Lasioglossum,zonulum
PHPP17-603,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,female,M. P. Gavin,Halictidae,Agapostemon,texanus
PHPP17-604,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,female,M. P. Gavin,Halictidae,Agapostemon,texanus
PHPP17-605,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,female,M. P. Gavin,Halictidae,Agapostemon,texanus
PHPP17-606,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,female,M. P. Gavin,Halictidae,Agapostemon,texanus
PHPP17-607,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,female,M. P. Gavin,Halictidae,Agapostemon,texanus
PHPP17-608,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,female,M. P. Gavin,Halictidae,Agapostemon,texanus
PHPP17-609,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,female,M. P. Gavin,Halictidae,Agapostemon,texanus
PHPP17-61,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,15,vii,2017,16,vii,2017,female,M. P. Gavin,Apidae,Bombus,rufocinctus
PHPP17-610,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,female,M. P. Gavin,Halictidae,Agapostemon,texanus
PHPP17-611,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,female,M. P. Gavin,Halictidae,Agapostemon,texanus
PHPP17-612,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,female,M. P. Gavin,Halictidae,Agapostemon,texanus
PHPP17-613,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,female,M. P. Gavin,Halictidae,Lasioglossum,leucozonium
PHPP17-614,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,female,M. P. Gavin,Halictidae,Lasioglossum,zonulum
PHPP17-615,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,female,M. P. Gavin,Halictidae,Agapostemon,texanus
PHPP17-616,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,female,M. P. Gavin,Halictidae,Agapostemon,texanus
PHPP17-617,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,male,M. P. Gavin,Halictidae,Halictus,confusus
PHPP17-618,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,male,M. P. Gavin,Halictidae,Lasioglossum,
PHPP17-619,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,male,M. P. Gavin,Halictidae,Halictus,confusus
PHPP17-62,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,15,vii,2017,16,vii,2017,male,M. P. Gavin,Halictidae,Lasioglossum,leucozonium
PHPP17-620,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,male,M. P. Gavin,Halictidae,Halictus,confusus
PHPP17-621,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,male,M. P. Gavin,Halictidae,Halictus,confusus
PHPP17-622,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,female,M. P. Gavin,Halictidae,Lasioglossum,
PHPP17-623,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,female,M. P. Gavin,Halictidae,Lasioglossum,
PHPP17-624,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,male,M. P. Gavin,Halictidae,Halictus,confusus
PHPP17-625,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,male,M. P. Gavin,Halictidae,Halictus,confusus
PHPP17-626,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,male,M. P. Gavin,Halictidae,Lasioglossum,
PHPP17-627,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,male,M. P. Gavin,Halictidae,Halictus,confusus
PHPP17-628,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,male,M. P. Gavin,Halictidae,Halictus,confusus
PHPP17-629,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,male,M. P. Gavin,Halictidae,Halictus,confusus
PHPP17-63,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,15,vii,2017,16,vii,2017,female,M. P. Gavin,Halictidae,Halictus,confusus
PHPP17-630,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,male,M. P. Gavin,Halictidae,Halictus,confusus
PHPP17-631,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,male,M. P. Gavin,Halictidae,Lasioglossum,
PHPP17-632,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,male,M. P. Gavin,Halictidae,Lasioglossum,
PHPP17-633,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,male,M. P. Gavin,Halictidae,Halictus,confusus
PHPP17-634,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,female,M. P. Gavin,Andrenidae,Pseudopanurgus,sp. 2
PHPP17-635,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,female,M. P. Gavin,Halictidae,Lasioglossum,
PHPP17-636,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,female,M. P. Gavin,Halictidae,Halictus,confusus
PHPP17-637,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,male,M. P. Gavin,Halictidae,Halictus,confusus
PHPP17-638,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,female,M. P. Gavin,Halictidae,Lasioglossum,
PHPP17-639,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,male,M. P. Gavin,Halictidae,Halictus,confusus
PHPP17-64,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,15,vii,2017,16,vii,2017,female,M. P. Gavin,Halictidae,Halictus,confusus
PHPP17-640,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,female,M. P. Gavin,Halictidae,Halictus,confusus
PHPP17-641,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,male,M. P. Gavin,Halictidae,Lasioglossum,
PHPP17-642,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,female,M. P. Gavin,Halictidae,Lasioglossum,
PHPP17-643,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,male,M. P. Gavin,Halictidae,Halictus,confusus
PHPP17-644,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,female,M. P. Gavin,Halictidae,Lasioglossum,
PHPP17-645,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,male,M. P. Gavin,Halictidae,Halictus,confusus
PHPP17-646,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,male,M. P. Gavin,Halictidae,Halictus,confusus
PHPP17-647,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,male,M. P. Gavin,Halictidae,Halictus,confusus
PHPP17-648,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,male,M. P. Gavin,Halictidae,Lasioglossum,
PHPP17-649,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,female,M. P. Gavin,Halictidae,Lasioglossum,
PHPP17-65,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,15,vii,2017,16,vii,2017,female,M. P. Gavin,Halictidae,Halictus,confusus
PHPP17-650,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,female,M. P. Gavin,Halictidae,Lasioglossum,
PHPP17-651,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,male,M. P. Gavin,Halictidae,Halictus,confusus
PHPP17-652,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,female,M. P. Gavin,Halictidae,Lasioglossum,
PHPP17-653,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,male,M. P. Gavin,Halictidae,Lasioglossum,
PHPP17-654,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,male,M. P. Gavin,Halictidae,Halictus,confusus
PHPP17-655,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,male,M. P. Gavin,Halictidae,Lasioglossum,
PHPP17-656,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,female,M. P. Gavin,Halictidae,Lasioglossum,
PHPP17-657,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,female,M. P. Gavin,Halictidae,Halictus,confusus
PHPP17-658,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,male,M. P. Gavin,Halictidae,Halictus,confusus
PHPP17-659,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,male,M. P. Gavin,Halictidae,Halictus,confusus
PHPP17-66,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,15,vii,2017,16,vii,2017,female,M. P. Gavin,Halictidae,Halictus,confusus
PHPP17-660,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,female,M. P. Gavin,Halictidae,Lasioglossum,
PHPP17-661,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,male,M. P. Gavin,Halictidae,Lasioglossum,
PHPP17-662,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,male,M. P. Gavin,Halictidae,Lasioglossum,
PHPP17-663,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,29,viii,2017,30,viii,2017,female,M. P. Gavin,Halictidae,Sphecodes,
PHPP17-664,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,18,viii,2017,19,viii,2017,female,M. P. Gavin,Apidae,Bombus,rufocinctus
PHPP17-665,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,18,viii,2017,19,viii,2017,female,M. P. Gavin,Apidae,Bombus,huntii
PHPP17-666,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,18,viii,2017,19,viii,2017,female,M. P. Gavin,Apidae,Bombus,rufocinctus
PHPP17-667,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,18,viii,2017,19,viii,2017,female,M. P. Gavin,Apidae,Bombus,rufocinctus
PHPP17-668,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,18,viii,2017,19,viii,2017,female,M. P. Gavin,Apidae,Bombus,rufocinctus
PHPP17-669,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,18,viii,2017,19,viii,2017,female,M. P. Gavin,Apidae,Bombus,rufocinctus
PHPP17-67,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,15,vii,2017,16,vii,2017,male,M. P. Gavin,Halictidae,Lasioglossum,leucozonium
PHPP17-670,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,18,viii,2017,19,viii,2017,female,M. P. Gavin,Apidae,Bombus,rufocinctus
PHPP17-671,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,18,viii,2017,19,viii,2017,female,M. P. Gavin,Apidae,Bombus,rufocinctus
PHPP17-672,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,18,viii,2017,19,viii,2017,female,M. P. Gavin,Apidae,Bombus,rufocinctus
PHPP17-673,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,18,viii,2017,19,viii,2017,female,M. P. Gavin,Apidae,Bombus,occidentalis
PHPP17-674,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,18,viii,2017,19,viii,2017,male,M. P. Gavin,Apidae,Bombus,rufocinctus
PHPP17-675,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,18,viii,2017,19,viii,2017,male,M. P. Gavin,Apidae,Bombus,rufocinctus
PHPP17-676,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,18,viii,2017,19,viii,2017,male,M. P. Gavin,Apidae,Bombus,huntii
PHPP17-677,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,18,viii,2017,19,viii,2017,female,M. P. Gavin,Apidae,Bombus,huntii
PHPP17-678,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,18,viii,2017,19,viii,2017,male,M. P. Gavin,Apidae,Bombus,rufocinctus
PHPP17-679,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,18,viii,2017,19,viii,2017,female,M. P. Gavin,Apidae,Bombus,huntii
PHPP17-68,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,15,vii,2017,16,vii,2017,female,M. P. Gavin,Halictidae,Halictus,confusus
PHPP17-680,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,18,viii,2017,19,viii,2017,male,M. P. Gavin,Apidae,Bombus,rufocinctus
PHPP17-681,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,18,viii,2017,19,viii,2017,female,M. P. Gavin,Apidae,Bombus,huntii
PHPP17-682,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,18,viii,2017,19,viii,2017,female,M. P. Gavin,Apidae,Bombus,rufocinctus
PHPP17-683,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,18,viii,2017,19,viii,2017,male,M. P. Gavin,Apidae,Bombus,rufocinctus
PHPP17-684,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,18,viii,2017,19,viii,2017,female,M. P. Gavin,Apidae,Bombus,insularis
PHPP17-685,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,18,viii,2017,19,viii,2017,male,M. P. Gavin,Apidae,Bombus,rufocinctus
PHPP17-686,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,18,viii,2017,19,viii,2017,male,M. P. Gavin,Apidae,Bombus,rufocinctus
PHPP17-687,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,18,viii,2017,19,viii,2017,male,M. P. Gavin,Apidae,Bombus,rufocinctus
PHPP17-688,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,18,viii,2017,19,viii,2017,male,M. P. Gavin,Apidae,Bombus,rufocinctus
PHPP17-689,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,18,viii,2017,19,viii,2017,female,M. P. Gavin,Apidae,Bombus,huntii
PHPP17-69,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,15,vii,2017,16,vii,2017,female,M. P. Gavin,Halictidae,Halictus,confusus
PHPP17-690,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,18,viii,2017,19,viii,2017,female,M. P. Gavin,Apidae,Bombus,rufocinctus
PHPP17-691,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,18,viii,2017,19,viii,2017,male,M. P. Gavin,Apidae,Bombus,rufocinctus
PHPP17-692,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,18,viii,2017,19,viii,2017,male,M. P. Gavin,Apidae,Bombus,rufocinctus
PHPP17-693,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,18,viii,2017,19,viii,2017,female,M. P. Gavin,Apidae,Bombus,huntii
PHPP17-694,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,18,viii,2017,19,viii,2017,female,M. P. Gavin,Apidae,Bombus,huntii
PHPP17-695,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,18,viii,2017,19,viii,2017,female,M. P. Gavin,Apidae,Bombus,huntii
PHPP17-696,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,18,viii,2017,19,viii,2017,male,M. P. Gavin,Apidae,Bombus,rufocinctus
PHPP17-697,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,18,viii,2017,19,viii,2017,male,M. P. Gavin,Apidae,Bombus,huntii
PHPP17-698,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,18,viii,2017,19,viii,2017,male,M. P. Gavin,Apidae,Bombus,huntii
PHPP17-699,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,18,viii,2017,19,viii,2017,female,M. P. Gavin,Apidae,Bombus,rufocinctus
PHPP17-7,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,15,vii,2017,16,vii,2017,male,M. P. Gavin,Halictidae,Halictus,confusus
PHPP17-70,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,15,vii,2017,16,vii,2017,male,M. P. Gavin,Halictidae,Halictus,confusus
PHPP17-700,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,18,viii,2017,19,viii,2017,female,M. P. Gavin,Apidae,Bombus,huntii
PHPP17-701,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,18,viii,2017,19,viii,2017,male,M. P. Gavin,Apidae,Bombus,rufocinctus
PHPP17-702,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,18,viii,2017,19,viii,2017,male,M. P. Gavin,Apidae,Bombus,rufocinctus
PHPP17-703,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,18,viii,2017,19,viii,2017,female,M. P. Gavin,Apidae,Bombus,huntii
PHPP17-704,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,18,viii,2017,19,viii,2017,male,M. P. Gavin,Apidae,Bombus,huntii
PHPP17-705,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,18,viii,2017,19,viii,2017,female,M. P. Gavin,Apidae,Bombus,huntii
PHPP17-706,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,18,viii,2017,19,viii,2017,female,M. P. Gavin,Apidae,Bombus,huntii
PHPP17-707,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,18,viii,2017,19,viii,2017,female,M. P. Gavin,Apidae,Bombus,rufocinctus
PHPP17-708,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,18,viii,2017,19,viii,2017,male,M. P. Gavin,Apidae,Bombus,huntii
PHPP17-709,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,18,viii,2017,19,viii,2017,male,M. P. Gavin,Apidae,Bombus,rufocinctus
PHPP17-71,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,15,vii,2017,16,vii,2017,female,M. P. Gavin,Halictidae,Halictus,confusus
PHPP17-710,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,18,viii,2017,19,viii,2017,female,M. P. Gavin,Apidae,Bombus,rufocinctus
PHPP17-711,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,18,viii,2017,19,viii,2017,male,M. P. Gavin,Apidae,Bombus,melanopygus
PHPP17-712,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,18,viii,2017,19,viii,2017,male,M. P. Gavin,Apidae,Bombus,rufocinctus
PHPP17-713,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,18,viii,2017,19,viii,2017,male,M. P. Gavin,Apidae,Bombus,rufocinctus
PHPP17-714,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,18,viii,2017,19,viii,2017,male,M. P. Gavin,Apidae,Bombus,rufocinctus
PHPP17-715,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,18,viii,2017,19,viii,2017,male,M. P. Gavin,Apidae,Bombus,rufocinctus
PHPP17-716,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,18,viii,2017,19,viii,2017,female,M. P. Gavin,Apidae,Bombus,huntii
PHPP17-717,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,18,viii,2017,19,viii,2017,female,M. P. Gavin,Megachilidae,Megachile,inermis
PHPP17-718,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,18,viii,2017,19,viii,2017,female,M. P. Gavin,Megachilidae,Megachile,inermis
PHPP17-719,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,18,viii,2017,19,viii,2017,female,M. P. Gavin,Megachilidae,Megachile,perihirta
PHPP17-72,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,15,vii,2017,16,vii,2017,male,M. P. Gavin,Halictidae,Lasioglossum,leucozonium
