Specimen_ID,County,Locality,Lat,Lon,Elev,StartDay,StartMonth,StartYear,EndDay,EndMonth,EndYear,Method,Collector,FlowerSpp,Family,Genus,Species,Sex,Caste
CPP-453,City of Calgary,Edworthy Park,51.061,-114.154,1062,11,viii,2020,11,viii,2020,sweep net,A.Aguilar,Chamaenerion angustifolium,Apidae,Bombus,perplexus,male,drone
CPP-454,City of Calgary,Edworthy Park,51.061,-114.154,1062,11,viii,2020,11,viii,2020,sweep net,A.Aguilar,Chamaenerion angustifolium,Apidae,Bombus,centralis,male,drone
CPP-455,City of Calgary,Edworthy Park,51.061,-114.154,1062,11,viii,2020,11,viii,2020,sweep net,A.Aguilar,Chamaenerion angustifolium,Apidae,Bombus,perplexus,male,drone
CPP-456,City of Calgary,Edworthy Park,51.061,-114.154,1062,11,viii,2020,11,viii,2020,sweep net,A.Aguilar,Chamaenerion angustifolium,Apidae,Bombus,ternarius,male,drone
CPP-457,City of Calgary,Edworthy Park,51.061,-114.154,1062,11,viii,2020,11,viii,2020,sweep net,A.Aguilar,Chamaenerion angustifolium,Apidae,Bombus,centralis,male,drone
CPP-458,City of Calgary,Edworthy Park,51.061,-114.154,1062,11,viii,2020,11,viii,2020,sweep net,A.Aguilar,Chamaenerion angustifolium,Apidae,Bombus,centralis,male,drone
CPP-459,City of Calgary,Edworthy Park,51.061,-114.154,1062,11,viii,2020,11,viii,2020,sweep net,A.Aguilar,Chamaenerion angustifolium,Apidae,Bombus,perplexus,male,drone
CPP-460,City of Calgary,Edworthy Park,51.061,-114.154,1062,11,viii,2020,11,viii,2020,sweep net,A.Aguilar,Chamaenerion angustifolium,Apidae,Bombus,insularis,male,drone
CPP-461,City of Calgary,Edworthy Park,51.061,-114.154,1062,11,viii,2020,11,viii,2020,sweep net,A.Aguilar,Chamaenerion angustifolium,Apidae,Bombus,perplexus,male,drone
CPP-462,City of Calgary,Edworthy Park,51.061,-114.154,1062,11,viii,2020,11,viii,2020,sweep net,A.Aguilar,Chamaenerion angustifolium,Apidae,Bombus,centralis,male,drone
CPP-463,City of Calgary,Edworthy Park,51.061,-114.154,1062,11,viii,2020,11,viii,2020,sweep net,A.Aguilar,Chamaenerion angustifolium,Apidae,Bombus,centralis,male,drone
CPP-464,City of Calgary,Edworthy Park,51.061,-114.154,1062,11,viii,2020,11,viii,2020,sweep net,A.Aguilar,Chamaenerion angustifolium,Apidae,Bombus,perplexus,male,drone
CPP-465,City of Calgary,Edworthy Park,51.061,-114.154,1062,11,viii,2020,11,viii,2020,sweep net,A.Aguilar,Chamaenerion angustifolium,,,,,
CPP-466,City of Calgary,Edworthy Park,51.061,-114.154,1062,11,viii,2020,11,viii,2020,sweep net,A.Aguilar,Chamaenerion angustifolium,Apidae,Bombus,centralis,male,drone
CPP-467,City of Calgary,Edworthy Park,51.061,-114.154,1062,11,viii,2020,11,viii,2020,sweep net,A.Aguilar,Chamaenerion angustifolium,Apidae,Bombus,centralis,male,drone
CPP-468,City of Calgary,Edworthy Park,51.061,-114.154,1062,11,viii,2020,11,viii,2020,sweep net,A.Aguilar,Chamaenerion angustifolium,Apidae,Bombus,centralis,male,drone
CPP-469,City of Calgary,Edworthy Park,51.061,-114.154,1062,11,viii,2020,11,viii,2020,sweep net,A.Aguilar,Chamaenerion angustifolium,Apidae,Bombus,perplexus,male,drone
CPP-470,City of Calgary,Edworthy Park,51.061,-114.154,1062,11,viii,2020,11,viii,2020,sweep net,A.Aguilar,Chamaenerion angustifolium,Apidae,Bombus,perplexus,male,drone
CPP-471,City of Calgary,Edworthy Park,51.061,-114.154,1062,11,viii,2020,11,viii,2020,sweep net,A.Aguilar,Chamaenerion angustifolium,Apidae,Bombus,centralis,male,drone
CPP-472,City of Calgary,Edworthy Park,51.061,-114.154,1062,11,viii,2020,11,viii,2020,sweep net,A.Aguilar,Chamaenerion angustifolium,Apidae,Bombus,perplexus,male,drone
CPP-473,City of Calgary,Edworthy Park,51.061,-114.154,1062,11,viii,2020,11,viii,2020,sweep net,A.Aguilar,Chamaenerion angustifolium,Apidae,Bombus,centralis,male,drone
CPP-474,City of Calgary,Edworthy Park,51.061,-114.154,1062,11,viii,2020,11,viii,2020,sweep net,A.Aguilar,Chamaenerion angustifolium,Apidae,Bombus,perplexus,male,drone
CPP-475,City of Calgary,Edworthy Park,51.061,-114.154,1062,11,viii,2020,11,viii,2020,sweep net,A.Aguilar,Chamaenerion angustifolium,Apidae,Bombus,centralis,male,drone
CPP-476,City of Calgary,Edworthy Park,51.061,-114.154,1062,11,viii,2020,11,viii,2020,sweep net,A.Aguilar,Chamaenerion angustifolium,,,,,
CPP-477,City of Calgary,Edworthy Park,51.061,-114.154,1062,11,viii,2020,11,viii,2020,sweep net,A.Aguilar,Chamaenerion angustifolium,Apidae,Bombus,centralis,male,drone
CPP-478,City of Calgary,Edworthy Park,51.061,-114.154,1062,11,viii,2020,11,viii,2020,sweep net,A.Aguilar,Chamaenerion angustifolium,Apidae,Bombus,ternarius,male,drone
CPP-479,City of Calgary,Edworthy Park,51.061,-114.154,1062,11,viii,2020,11,viii,2020,sweep net,A.Aguilar,Chamaenerion angustifolium,Apidae,Bombus,bifarius,male,drone
CPP-480,City of Calgary,Edworthy Park,51.061,-114.154,1062,11,viii,2020,11,viii,2020,sweep net,A.Aguilar,Chamaenerion angustifolium,Apidae,Bombus,perplexus,male,drone
CPP-481,City of Calgary,Edworthy Park,51.061,-114.154,1062,11,viii,2020,11,viii,2020,sweep net,A.Aguilar,Chamaenerion angustifolium,,,,,
CPP-482,City of Calgary,Edworthy Park,51.061,-114.154,1062,11,viii,2020,11,viii,2020,sweep net,A.Aguilar,Chamaenerion angustifolium,,,,,
CPP-483,City of Calgary,Edworthy Park,51.061,-114.154,1062,11,viii,2020,11,viii,2020,sweep net,A.Aguilar,Chamaenerion angustifolium,,,,,
CPP-484,City of Calgary,St. Patrick's Island,51.046,-114.039,1042,18,viii,2020,18,viii,2020,sweep net,A.Aguilar,Solidago altissima,Apidae,Bombus,insularis,male,drone
CPP-485,City of Calgary,St. Patrick's Island,51.046,-114.039,1042,18,viii,2020,18,viii,2020,sweep net,A.Aguilar,Solidago altissima,Apidae,Bombus,huntii,male,drone
CPP-486,City of Calgary,St. Patrick's Island,51.046,-114.039,1042,18,viii,2020,18,viii,2020,sweep net,A.Aguilar,Solidago altissima,Apidae,Bombus,ternarius,male,drone
CPP-488,City of Calgary,St. Patrick's Island,51.046,-114.039,1042,18,viii,2020,18,viii,2020,sweep net,A.Aguilar,Solidago altissima,Apidae,Bombus,rufocinctus,male,drone
CPP-489,City of Calgary,St. Patrick's Island,51.046,-114.039,1042,18,viii,2020,18,viii,2020,sweep net,A.Aguilar,Solidago altissima,Apidae,Anthophora,terminalis,female,
CPP-490,City of Calgary,St. Patrick's Island,51.046,-114.039,1042,18,viii,2020,18,viii,2020,sweep net,A.Aguilar,Solidago altissima,Apidae,Bombus,huntii,male,drone
CPP-491,City of Calgary,St. Patrick's Island,51.046,-114.039,1042,18,viii,2020,18,viii,2020,sweep net,A.Aguilar,Solidago altissima,Apidae,Bombus,rufocinctus,female,worker
CPP-492,City of Calgary,St. Patrick's Island,51.046,-114.039,1042,18,viii,2020,18,viii,2020,sweep net,A.Aguilar,Solidago altissima,,,,,
CPP-493,City of Calgary,St. Patrick's Island,51.046,-114.039,1042,18,viii,2020,18,viii,2020,sweep net,A.Aguilar,Solidago altissima,,,,,
CPP-494,City of Calgary,St. Patrick's Island,51.046,-114.039,1042,18,viii,2020,18,viii,2020,sweep net,A.Aguilar,Solidago altissima,,,,,
CPP-495,City of Calgary,St. Patrick's Island,51.046,-114.039,1042,18,viii,2020,18,viii,2020,sweep net,A.Aguilar,Solidago altissima,Megachilidae,Megachile,relativa,female,
CPP-496,City of Calgary,St. Patrick's Island,51.046,-114.039,1042,18,viii,2020,18,viii,2020,sweep net,A.Aguilar,Solidago altissima,Megachilidae,Megachile,relativa,female,
CPP-497,City of Calgary,Prince's Island Park,51.054,-114.066,1046,18,viii,2020,18,viii,2020,sweep net,A.Aguilar,Symphyotrichum laeve,Apidae,Bombus,huntii,male,drone
CPP-498,City of Calgary,Prince's Island Park,51.054,-114.066,1046,18,viii,2020,18,viii,2020,sweep net,A.Aguilar,Symphyotrichum laeve,Apidae,Bombus,huntii,male,drone
CPP-499,City of Calgary,Prince's Island Park,51.054,-114.066,1046,18,viii,2020,18,viii,2020,sweep net,A.Aguilar,Symphyotrichum laeve,Apidae,Bombus,rufocinctus,male,drone
CPP-500,City of Calgary,Prince's Island Park,51.054,-114.066,1046,18,viii,2020,18,viii,2020,sweep net,A.Aguilar,Symphyotrichum laeve,Apidae,Bombus,huntii,male,drone
CPP-501,City of Calgary,Prince's Island Park,51.054,-114.066,1046,18,viii,2020,18,viii,2020,sweep net,A.Aguilar,Symphyotrichum laeve,Apidae,Bombus,rufocinctus,male,drone
CPP-502,City of Calgary,Prince's Island Park,51.054,-114.066,1046,18,viii,2020,18,viii,2020,sweep net,A.Aguilar,Symphyotrichum laeve,Apidae,Bombus,huntii,male,drone
CPP-503,City of Calgary,Prince's Island Park,51.054,-114.066,1046,18,viii,2020,18,viii,2020,sweep net,A.Aguilar,Symphyotrichum laeve,Apidae,Bombus,rufocinctus,female,worker
CPP-504,City of Calgary,Prince's Island Park,51.054,-114.066,1046,18,viii,2020,18,viii,2020,sweep net,A.Aguilar,Symphyotrichum laeve,Apidae,Bombus,rufocinctus,female,worker
CPP-505,City of Calgary,Prince's Island Park,51.054,-114.066,1046,18,viii,2020,18,viii,2020,sweep net,A.Aguilar,Symphyotrichum laeve,Megachilidae,Megachile,rotundata,female,
CPP-506,City of Calgary,Prince's Island Park,51.054,-114.066,1046,18,viii,2020,18,viii,2020,sweep net,A.Aguilar,Symphyotrichum laeve,,,,,
CPP-507,City of Calgary,Prince's Island Park,51.055,-114.066,1044,19,viii,2020,19,viii,2020,sweep net,A.Aguilar,Solidago sp.,Apidae,Bombus,huntii,male,drone
CPP-508,City of Calgary,Prince's Island Park,51.055,-114.066,1044,19,viii,2020,19,viii,2020,sweep net,A.Aguilar,Solidago sp.,Apidae,Bombus,rufocinctus,male,drone
CPP-509,City of Calgary,Prince's Island Park,51.055,-114.066,1044,19,viii,2020,19,viii,2020,sweep net,A.Aguilar,Solidago sp.,Apidae,Bombus,rufocinctus,male,drone
CPP-510,City of Calgary,Prince's Island Park,51.055,-114.066,1044,19,viii,2020,19,viii,2020,sweep net,A.Aguilar,Solidago sp.,Apidae,Bombus,rufocinctus,male,drone
CPP-511,City of Calgary,Prince's Island Park,51.055,-114.066,1044,19,viii,2020,19,viii,2020,sweep net,A.Aguilar,Solidago sp.,Apidae,Bombus,rufocinctus,male,drone
CPP-512,City of Calgary,Prince's Island Park,51.055,-114.066,1044,19,viii,2020,19,viii,2020,sweep net,A.Aguilar,Solidago sp.,Apidae,Bombus,rufocinctus,male,drone
CPP-513,City of Calgary,Prince's Island Park,51.055,-114.066,1044,19,viii,2020,19,viii,2020,sweep net,A.Aguilar,Solidago sp.,Apidae,Bombus,rufocinctus,male,drone
CPP-514,City of Calgary,Prince's Island Park,51.055,-114.066,1044,19,viii,2020,19,viii,2020,sweep net,A.Aguilar,Solidago sp.,Apidae,Bombus,huntii,male,drone
CPP-515,City of Calgary,Prince's Island Park,51.055,-114.066,1044,19,viii,2020,19,viii,2020,sweep net,A.Aguilar,Solidago sp.,Apidae,Bombus,rufocinctus,female,worker
CPP-516,City of Calgary,Prince's Island Park,51.055,-114.066,1044,19,viii,2020,19,viii,2020,sweep net,A.Aguilar,Solidago sp.,Apidae,Apis,mellifera,female,worker
CPP-517,City of Calgary,Prince's Island Park,51.055,-114.066,1044,19,viii,2020,19,viii,2020,sweep net,A.Aguilar,Solidago sp.,Apidae,Bombus,rufocinctus,female,worker
CPP-518,City of Calgary,Prince's Island Park,51.055,-114.066,1044,19,viii,2020,19,viii,2020,sweep net,A.Aguilar,Solidago sp.,Apidae,Bombus,insularis,male,drone
CPP-519,City of Calgary,Prince's Island Park,51.055,-114.066,1044,19,viii,2020,19,viii,2020,sweep net,A.Aguilar,Solidago sp.,Apidae,Bombus,rufocinctus,male,drone
CPP-520,City of Calgary,Prince's Island Park,51.055,-114.066,1044,19,viii,2020,19,viii,2020,sweep net,A.Aguilar,Solidago sp.,Apidae,Bombus,rufocinctus,male,drone
CPP-521,City of Calgary,Prince's Island Park,51.055,-114.066,1044,19,viii,2020,19,viii,2020,sweep net,A.Aguilar,Solidago sp.,Apidae,Bombus,rufocinctus,female,worker
CPP-522,City of Calgary,Prince's Island Park,51.055,-114.066,1044,19,viii,2020,19,viii,2020,sweep net,A.Aguilar,Solidago sp.,Apidae,Bombus,huntii,male,drone
CPP-523,City of Calgary,Prince's Island Park,51.055,-114.066,1044,19,viii,2020,19,viii,2020,sweep net,A.Aguilar,Solidago sp.,Apidae,Bombus,huntii,male,drone
CPP-524,City of Calgary,Prince's Island Park,51.055,-114.066,1044,19,viii,2020,19,viii,2020,sweep net,A.Aguilar,Solidago sp.,Apidae,Bombus,ternarius,male,drone
CPP-525,City of Calgary,Prince's Island Park,51.055,-114.066,1044,19,viii,2020,19,viii,2020,sweep net,A.Aguilar,Solidago sp.,,,,,
CPP-526,City of Calgary,Prince's Island Park,51.055,-114.066,1044,19,viii,2020,19,viii,2020,sweep net,A.Aguilar,Solidago sp.,Apidae,Apis,mellifera,female,worker
CPP-527,City of Calgary,Prince's Island Park,51.055,-114.066,1044,19,viii,2020,19,viii,2020,sweep net,A.Aguilar,Solidago sp.,Apidae,Bombus,huntii,male,drone
CPP-528,City of Calgary,Prince's Island Park,51.054243,-114.065997,1040,25,vii,2020,25,vii,2020,sweep net,C.Yu Tim Lun,Solidago altissima,Apidae,Bombus,rufocinctus,female,worker
CPP-529,City of Calgary,Prince's Island Park,51.054243,-114.065997,1040,25,vii,2020,25,vii,2020,sweep net,C.Yu Tim Lun,Solidago altissima,Apidae,Apis,mellifera,female,worker
CPP-530,City of Calgary,Prince's Island Park,51.054243,-114.065997,1040,25,vii,2020,25,vii,2020,sweep net,C.Yu Tim Lun,Solidago altissima,,,,,
CPP-531,City of Calgary,Prince's Island Park,51.054243,-114.065997,1040,25,vii,2020,25,vii,2020,sweep net,C.Yu Tim Lun,Solidago altissima,Apidae,Bombus,rufocinctus,female,worker
CPP-532,City of Calgary,Prince's Island Park,51.054243,-114.065997,1040,25,vii,2020,25,vii,2020,sweep net,C.Yu Tim Lun,Solidago altissima,,,,,
CPP-533,City of Calgary,Prince's Island Park,51.054243,-114.065997,1040,25,vii,2020,25,vii,2020,sweep net,C.Yu Tim Lun,Solidago altissima,Apidae,Bombus,ternarius,female,worker
CPP-534,City of Calgary,Prince's Island Park,51.054243,-114.065997,1040,25,vii,2020,25,vii,2020,sweep net,C.Yu Tim Lun,Solidago altissima,Apidae,Bombus,rufocinctus,female,worker
CPP-535,City of Calgary,Prince's Island Park,51.054243,-114.065997,1040,25,vii,2020,25,vii,2020,sweep net,C.Yu Tim Lun,Solidago altissima,Apidae,Bombus,rufocinctus,female,worker
CPP-536,City of Calgary,Prince's Island Park,51.054243,-114.065997,1040,25,vii,2020,25,vii,2020,sweep net,C.Yu Tim Lun,Solidago altissima,Apidae,Bombus,rufocinctus,female,worker
CPP-537,City of Calgary,Prince's Island Park,51.054243,-114.065997,1040,25,vii,2020,25,vii,2020,sweep net,C.Yu Tim Lun,Solidago altissima,Apidae,Bombus,rufocinctus,female,worker
CPP-538,City of Calgary,Prince's Island Park,51.054243,-114.065997,1040,25,vii,2020,25,vii,2020,sweep net,C.Yu Tim Lun,Solidago altissima,Apidae,Bombus,rufocinctus,female,worker
CPP-539,City of Calgary,Prince's Island Park,51.054243,-114.065997,1040,25,vii,2020,25,vii,2020,sweep net,C.Yu Tim Lun,Solidago altissima,Apidae,Bombus,rufocinctus,female,worker
CPP-540,City of Calgary,Prince's Island Park,51.054243,-114.065997,1040,25,vii,2020,25,vii,2020,sweep net,C.Yu Tim Lun,Solidago altissima,Apidae,Bombus,rufocinctus,female,worker
CPP-541,City of Calgary,Prince's Island Park,51.054243,-114.065997,1040,25,vii,2020,25,vii,2020,sweep net,C.Yu Tim Lun,Solidago altissima,Apidae,Bombus,cryptarum,female,worker
CPP-542,City of Calgary,Prince's Island Park,51.054243,-114.065997,1040,25,vii,2020,25,vii,2020,sweep net,C.Yu Tim Lun,Solidago altissima,Apidae,Bombus,ternarius,female,worker
CPP-543,City of Calgary,Prince's Island Park,51.054243,-114.065997,1040,25,vii,2020,25,vii,2020,sweep net,C.Yu Tim Lun,Solidago altissima,,,,,
CPP-544,City of Calgary,Prince's Island Park,51.05471,-114.065348,1040,25,vii,2020,25,vii,2020,sweep net,C.Yu Tim Lun,Solidago gigantea,Apidae,Bombus,ternarius,female,worker
CPP-545,City of Calgary,Prince's Island Park,51.05471,-114.065348,1040,25,vii,2020,25,vii,2020,sweep net,C.Yu Tim Lun,Solidago gigantea,Apidae,Bombus,huntii,female,worker
CPP-546,City of Calgary,Prince's Island Park,51.05471,-114.065348,1040,25,vii,2020,25,vii,2020,sweep net,C.Yu Tim Lun,Solidago gigantea,Apidae,Bombus,rufocinctus,female,worker
CPP-547,City of Calgary,Prince's Island Park,51.05471,-114.065348,1040,25,vii,2020,25,vii,2020,sweep net,C.Yu Tim Lun,Solidago gigantea,Apidae,Bombus,rufocinctus,female,worker
CPP-548,City of Calgary,Prince's Island Park,51.05471,-114.065348,1040,25,vii,2020,25,vii,2020,sweep net,C.Yu Tim Lun,Solidago gigantea,,,,,
CPP-549,City of Calgary,Prince's Island Park,51.05471,-114.065348,1040,25,vii,2020,25,vii,2020,sweep net,C.Yu Tim Lun,Solidago gigantea,Apidae,Bombus,rufocinctus,female,worker
CPP-550,City of Calgary,Prince's Island Park,51.05471,-114.065348,1040,25,vii,2020,25,vii,2020,sweep net,C.Yu Tim Lun,Solidago gigantea,,,,,
CPP-551,City of Calgary,Prince's Island Park,51.05471,-114.065348,1040,25,vii,2020,25,vii,2020,sweep net,C.Yu Tim Lun,Solidago gigantea,Apidae,Bombus,rufocinctus,female,worker
CPP-552,City of Calgary,Prince's Island Park,51.05471,-114.065348,1040,25,vii,2020,25,vii,2020,sweep net,C.Yu Tim Lun,Solidago gigantea,Apidae,Bombus,huntii,female,worker
CPP-553,City of Calgary,Prince's Island Park,51.05471,-114.065348,1040,25,vii,2020,25,vii,2020,sweep net,C.Yu Tim Lun,Solidago gigantea,Apidae,Bombus,rufocinctus,male,drone
CPP-554,City of Calgary,Prince's Island Park,51.05471,-114.065348,1040,25,vii,2020,25,vii,2020,sweep net,C.Yu Tim Lun,Solidago gigantea,Apidae,Bombus,rufocinctus,female,worker
CPP-555,City of Calgary,Prince's Island Park,51.05471,-114.065348,1040,25,vii,2020,25,vii,2020,sweep net,C.Yu Tim Lun,Solidago gigantea,Apidae,Apis,mellifera,female,worker
CPP-556,City of Calgary,Prince's Island Park,51.05471,-114.065348,1040,25,vii,2020,25,vii,2020,sweep net,C.Yu Tim Lun,Solidago gigantea,Apidae,Bombus,rufocinctus,female,worker
CPP-557,City of Calgary,Prince's Island Park,51.05471,-114.065348,1040,25,vii,2020,25,vii,2020,sweep net,C.Yu Tim Lun,Solidago gigantea,Apidae,Apis,mellifera,female,worker
CPP-558,City of Calgary,Prince's Island Park,51.05471,-114.065348,1040,25,vii,2020,25,vii,2020,sweep net,C.Yu Tim Lun,Solidago gigantea,Megachilidae,Megachile,centuncularis,male,
CPP-559,City of Calgary,Prince's Island Park,51.05471,-114.065348,1040,25,vii,2020,25,vii,2020,sweep net,C.Yu Tim Lun,Solidago gigantea,,,,,
CPP-560,City of Calgary,Prince's Island Park,51.05471,-114.065348,1040,25,vii,2020,25,vii,2020,sweep net,C.Yu Tim Lun,Solidago gigantea,,,,,
CPP-561,City of Calgary,Prince's Island Park,51.05471,-114.065348,1040,25,vii,2020,25,vii,2020,sweep net,C.Yu Tim Lun,Solidago gigantea,,,,,
CPP-562,City of Calgary,South Glenmore Park,50.98029,-114.13465,1088,21,vii,2020,21,vii,2020,sweep net,C.Hewitt,Hedysarum alpinum,Apidae,Bombus,ternarius,male,drone
CPP-563,City of Calgary,South Glenmore Park,50.98029,-114.13465,1088,21,vii,2020,21,vii,2020,sweep net,C.Hewitt,Hedysarum alpinum,Apidae,Bombus,rufocinctus,female,worker
CPP-564,City of Calgary,South Glenmore Park,50.98029,-114.13465,1088,21,vii,2020,21,vii,2020,sweep net,C.Hewitt,Hedysarum alpinum,Apidae,Anthophora,bomboides,male,
CPP-565,City of Calgary,South Glenmore Park,50.98029,-114.13465,1088,21,vii,2020,21,vii,2020,sweep net,C.Hewitt,Hedysarum alpinum,Apidae,Bombus,centralis,female,worker
CPP-566,City of Calgary,South Glenmore Park,50.98029,-114.13465,1088,21,vii,2020,21,vii,2020,sweep net,C.Hewitt,Hedysarum alpinum,Apidae,Bombus,centralis,female,worker
CPP-567,City of Calgary,South Glenmore Park,50.98029,-114.13465,1088,21,vii,2020,21,vii,2020,sweep net,C.Hewitt,Hedysarum alpinum,Apidae,Bombus,mixtus,female,worker
CPP-568,City of Calgary,South Glenmore Park,50.98029,-114.13465,1088,21,vii,2020,21,vii,2020,sweep net,C.Hewitt,Hedysarum alpinum,Apidae,Bombus,mixtus,female,worker
CPP-569,City of Calgary,South Glenmore Park,50.98029,-114.13465,1088,21,vii,2020,21,vii,2020,sweep net,C.Hewitt,Hedysarum alpinum,Apidae,Bombus,mixtus,female,worker
CPP-570,City of Calgary,South Glenmore Park,50.98029,-114.13465,1088,21,vii,2020,21,vii,2020,sweep net,C.Hewitt,Hedysarum alpinum,Apidae,Bombus,mixtus,female,worker
CPP-571,City of Calgary,South Glenmore Park,50.98029,-114.13465,1088,21,vii,2020,21,vii,2020,sweep net,C.Hewitt,Hedysarum alpinum,Apidae,Bombus,mixtus,female,worker
CPP-572,City of Calgary,South Glenmore Park,50.98029,-114.13465,1088,21,vii,2020,21,vii,2020,sweep net,C.Hewitt,Hedysarum alpinum,Apidae,Bombus,perplexus,female,worker
CPP-573,City of Calgary,South Glenmore Park,50.98029,-114.13465,1088,21,vii,2020,21,vii,2020,sweep net,C.Hewitt,Hedysarum alpinum,Apidae,Bombus,vagans,female,worker
CPP-574,City of Calgary,South Glenmore Park,50.98029,-114.13465,1088,21,vii,2020,21,vii,2020,sweep net,C.Hewitt,Hedysarum alpinum,Apidae,Bombus,vagans,female,worker
CPP-575,City of Calgary,South Glenmore Park,50.98029,-114.13465,1088,21,vii,2020,21,vii,2020,sweep net,C.Hewitt,Hedysarum alpinum,Apidae,Bombus,vagans,female,worker
CPP-576,City of Calgary,South Glenmore Park,50.98029,-114.13465,1088,21,vii,2020,21,vii,2020,sweep net,C.Hewitt,Hedysarum alpinum,Apidae,Bombus,perplexus,male,drone
CPP-577,City of Calgary,South Glenmore Park,50.98029,-114.13465,1088,21,vii,2020,21,vii,2020,sweep net,C.Hewitt,Hedysarum alpinum,Apidae,Bombus,vagans,female,worker
CPP-578,City of Calgary,South Glenmore Park,50.98029,-114.13465,1088,21,vii,2020,21,vii,2020,sweep net,C.Hewitt,Hedysarum alpinum,Apidae,Bombus,vagans,female,worker
CPP-579,City of Calgary,South Glenmore Park,50.98029,-114.13465,1088,21,vii,2020,21,vii,2020,sweep net,C.Hewitt,Hedysarum alpinum,Apidae,Bombus,vagans,female,worker
CPP-580,City of Calgary,South Glenmore Park,50.98029,-114.13465,1088,21,vii,2020,21,vii,2020,sweep net,C.Hewitt,Hedysarum alpinum,Apidae,Bombus,vagans,female,worker
CPP-581,City of Calgary,South Glenmore Park,50.98029,-114.13465,1088,21,vii,2020,21,vii,2020,sweep net,C.Hewitt,Hedysarum alpinum,Apidae,Bombus,perplexus,female,worker
CPP-582,City of Calgary,South Glenmore Park,50.98029,-114.13465,1088,21,vii,2020,21,vii,2020,sweep net,C.Hewitt,Hedysarum alpinum,Apidae,Bombus,perplexus,female,worker
CPP-583,City of Calgary,South Glenmore Park,50.98029,-114.13465,1088,21,vii,2020,21,vii,2020,sweep net,C.Hewitt,Hedysarum alpinum,Apidae,Bombus,perplexus,female,worker
CPP-584,City of Calgary,South Glenmore Park,50.98029,-114.13465,1088,21,vii,2020,21,vii,2020,sweep net,C.Hewitt,Hedysarum alpinum,Apidae,Bombus,perplexus,female,worker
CPP-585,City of Calgary,South Glenmore Park,50.98029,-114.13465,1088,21,vii,2020,21,vii,2020,sweep net,C.Hewitt,Hedysarum alpinum,Apidae,Bombus,perplexus,female,queen
CPP-586,City of Calgary,South Glenmore Park,50.97872,-114.13458,1098,3,viii,2020,3,viii,2020,sweep net,C.Hewitt,Dasiphora fruticosa,Apidae,Bombus,rufocinctus,female,worker
CPP-587,City of Calgary,South Glenmore Park,50.97872,-114.13458,1098,3,viii,2020,3,viii,2020,sweep net,C.Hewitt,Dasiphora fruticosa,Apidae,Bombus,ternarius,female,worker
CPP-588,City of Calgary,South Glenmore Park,50.97872,-114.13458,1098,3,viii,2020,3,viii,2020,sweep net,C.Hewitt,Dasiphora fruticosa,Apidae,Bombus,ternarius,female,worker
CPP-589,City of Calgary,South Glenmore Park,50.97872,-114.13458,1098,3,viii,2020,3,viii,2020,sweep net,C.Hewitt,Dasiphora fruticosa,Apidae,Bombus,mixtus,female,worker
CPP-590,City of Calgary,South Glenmore Park,50.97872,-114.13458,1098,3,viii,2020,3,viii,2020,sweep net,C.Hewitt,Dasiphora fruticosa,Apidae,Bombus,vagans,female,worker
CPP-591,City of Calgary,South Glenmore Park,50.97872,-114.13458,1098,3,viii,2020,3,viii,2020,sweep net,C.Hewitt,Dasiphora fruticosa,Andrenidae,Andrena,Trachandrena sp. 2,female,
CPP-592,City of Calgary,South Glenmore Park,50.97872,-114.13458,1098,3,viii,2020,3,viii,2020,sweep net,C.Hewitt,Dasiphora fruticosa,,,,,
CPP-593,City of Calgary,South Glenmore Park,50.97872,-114.13458,1098,3,viii,2020,3,viii,2020,sweep net,C.Hewitt,Dasiphora fruticosa,Colletidae,Hylaeus,sp. 2,female,
CPP-594,City of Calgary,South Glenmore Park,50.97872,-114.13458,1098,3,viii,2020,3,viii,2020,sweep net,C.Hewitt,Dasiphora fruticosa,Colletidae,Hylaeus,sp. 1,female,
CPP-595,City of Calgary,South Glenmore Park,50.97872,-114.13458,1098,3,viii,2020,3,viii,2020,sweep net,C.Hewitt,Dasiphora fruticosa,Colletidae,Hylaeus,sp. 3,female,
CPP-596,City of Calgary,South Glenmore Park,50.97872,-114.13458,1098,3,viii,2020,3,viii,2020,sweep net,C.Hewitt,Dasiphora fruticosa,,,,,
CPP-597,City of Calgary,South Glenmore Park,50.97872,-114.13458,1098,3,viii,2020,3,viii,2020,sweep net,C.Hewitt,Dasiphora fruticosa,,,,,
CPP-598,City of Calgary,South Glenmore Park,50.97872,-114.13458,1098,3,viii,2020,3,viii,2020,sweep net,C.Hewitt,Dasiphora fruticosa,,,,,
CPP-599,City of Calgary,South Glenmore Park,50.97968,-114.13365,1087,3,viii,2020,3,viii,2020,sweep net,C.Hewitt,Chamaenerion angustifolium,Apidae,Bombus,perplexus,male,drone
CPP-600,City of Calgary,South Glenmore Park,50.97968,-114.13365,1087,3,viii,2020,3,viii,2020,sweep net,C.Hewitt,Chamaenerion angustifolium,Apidae,Bombus,centralis,male,drone
CPP-601,City of Calgary,South Glenmore Park,50.97968,-114.13365,1087,3,viii,2020,3,viii,2020,sweep net,C.Hewitt,Chamaenerion angustifolium,Apidae,Bombus,centralis,male,drone
CPP-602,City of Calgary,South Glenmore Park,50.97968,-114.13365,1087,3,viii,2020,3,viii,2020,sweep net,C.Hewitt,Chamaenerion angustifolium,Apidae,Bombus,perplexus,male,drone
